plant_disease_name,causes,recommendations,predicted_score,uploaded_image_path,uploaded_time,detected_time
Onion Downy Mildew,Fungal Infection,Provide adequate nutrition,0.97,/user/user/document/image_161.jpg,2022-07-30 13:01:29,2023-03-18 23:48:33
Leaf Blotch,Pests,Improve soil drainage,0.9,/user/user/document/image_445.jpg,2023-06-04 02:43:09,2022-07-07 02:09:36
Bacterial Streak,Poor Drainage,Improve soil drainage,0.83,/user/user/document/image_466.jpg,2022-12-21 17:23:38,2022-05-28 20:50:19
Cercospora Leaf Spot,Pests,Improve soil drainage,0.66,/user/user/document/image_476.jpg,2023-02-27 01:45:58,2022-12-24 17:39:35
Verticillium Wilt,Pests,Apply neem oil,0.63,/user/user/document/image_254.jpg,2022-12-23 07:16:28,2022-09-04 02:54:22
Bacterial Speck,Poor Drainage,Adjust watering schedule,0.54,/user/user/document/image_191.jpg,2024-04-08 22:09:52,2024-04-02 11:01:18
Cercospora Leaf Spot,Viral Infection,Use proper sanitation practices,0.91,/user/user/document/image_535.jpg,2023-02-05 05:52:59,2023-04-09 06:59:10
Root Knot Nematode,Environmental Stress,Remove infected leaves,0.89,/user/user/document/image_302.jpg,2023-07-11 04:34:17,2023-09-29 14:56:19
Lettuce Drop,Poor Drainage,Use fungicide,0.75,/user/user/document/image_570.jpg,2024-01-09 13:08:59,2023-07-18 04:20:41
White Rust,Nutrient Deficiency,Apply neem oil,0.69,/user/user/document/image_425.jpg,2023-08-20 18:24:21,2023-08-31 07:39:46
Stem Rot,Pests,Provide adequate nutrition,0.83,/user/user/document/image_110.jpg,2023-06-14 08:18:04,2024-02-15 18:42:57
Brown Patch,Bacterial Infection,Use resistant varieties,0.81,/user/user/document/image_887.jpg,2022-05-14 22:59:11,2022-02-06 01:58:26
Scab,Nutrient Deficiency,Use proper sanitation practices,0.59,/user/user/document/image_501.jpg,2022-03-15 19:36:24,2023-09-29 00:40:14
Halo Blight,Viral Infection,Apply neem oil,0.58,/user/user/document/image_70.jpg,2023-03-05 17:39:16,2022-10-13 23:26:17
Sooty Mold,Poor Drainage,Improve soil drainage,0.54,/user/user/document/image_707.jpg,2023-01-14 16:36:45,2022-07-31 08:03:49
Nematode Damage,Environmental Stress,Improve soil drainage,0.64,/user/user/document/image_970.jpg,2022-07-08 11:56:16,2023-03-25 05:30:17
Squash Mosaic Virus,Environmental Stress,Use fungicide,0.96,/user/user/document/image_67.jpg,2022-05-28 22:37:45,2022-12-10 12:35:39
Yellow Leaf Curl Virus,Bacterial Infection,Control pests,0.64,/user/user/document/image_958.jpg,2023-08-29 19:10:41,2024-01-09 22:22:12
Dutch Elm Disease,Viral Infection,Provide adequate nutrition,0.89,/user/user/document/image_966.jpg,2023-04-14 01:51:10,2023-11-20 06:43:44
Downy Mildew,Environmental Stress,Control pests,0.8,/user/user/document/image_638.jpg,2022-10-24 14:05:39,2022-04-22 04:26:03
Ergot,Poor Drainage,Use resistant varieties,0.69,/user/user/document/image_74.jpg,2022-04-15 01:55:58,2023-09-11 01:41:18
Armillaria Root Rot,Viral Infection,Control pests,0.62,/user/user/document/image_63.jpg,2023-09-26 21:08:25,2024-01-31 18:13:17
Crown Gall,Poor Drainage,Use proper sanitation practices,0.65,/user/user/document/image_63.jpg,2024-05-10 07:23:27,2022-12-02 23:34:57
Watermelon Mosaic Virus,Pests,Apply bactericide,0.55,/user/user/document/image_473.jpg,2022-07-16 18:25:16,2023-07-01 22:04:28
Black Root Rot,Chemical Damage,Use fungicide,0.87,/user/user/document/image_771.jpg,2024-04-25 12:33:49,2023-08-01 16:03:26
Watermelon Mosaic Virus,Nutrient Deficiency,Control pests,0.78,/user/user/document/image_350.jpg,2022-09-26 22:31:21,2024-01-19 11:06:07
Leaf Scorch,Pests,Use fungicide,0.69,/user/user/document/image_394.jpg,2023-04-12 05:41:51,2023-02-05 21:54:33
Downy Mildew,Viral Infection,Use proper sanitation practices,0.68,/user/user/document/image_415.jpg,2022-10-01 12:25:36,2023-05-18 21:32:37
Phomopsis Blight,Bacterial Infection,Use resistant varieties,0.52,/user/user/document/image_98.jpg,2022-03-20 15:55:22,2023-09-29 01:33:30
Dutch Elm Disease,Environmental Stress,Use resistant varieties,0.96,/user/user/document/image_145.jpg,2023-07-28 01:33:58,2023-05-05 19:47:20
Crown Gall,Pests,Apply neem oil,0.8,/user/user/document/image_905.jpg,2023-05-23 21:48:40,2022-04-02 13:20:37
Tomato Spotted Wilt Virus,Viral Infection,Use fungicide,0.84,/user/user/document/image_696.jpg,2023-11-15 07:16:06,2022-09-01 13:42:59
Stem Rust,Environmental Stress,Provide adequate nutrition,0.7,/user/user/document/image_844.jpg,2022-07-16 04:23:55,2022-10-13 05:19:52
Angular Leaf Spot,Nutrient Deficiency,Use resistant varieties,0.51,/user/user/document/image_513.jpg,2023-05-20 09:20:11,2022-06-22 15:49:42
Southern Blight,Viral Infection,Use resistant varieties,0.53,/user/user/document/image_105.jpg,2022-02-13 15:05:03,2024-04-03 18:14:18
Blue Mold,Pests,Remove infected leaves,0.98,/user/user/document/image_391.jpg,2023-09-22 09:39:27,2023-05-08 18:29:43
Eggplant Verticillium Wilt,Fungal Infection,Adjust watering schedule,0.75,/user/user/document/image_727.jpg,2023-12-18 20:37:00,2022-10-07 03:14:37
Apple Scab,Poor Drainage,Use resistant varieties,0.68,/user/user/document/image_838.jpg,2022-01-05 04:59:01,2023-09-24 20:08:53
Bacterial Streak,Bacterial Infection,Provide adequate nutrition,0.86,/user/user/document/image_294.jpg,2023-02-20 16:56:29,2022-05-13 08:35:20
Bacterial Speck,Chemical Damage,Provide adequate nutrition,0.73,/user/user/document/image_923.jpg,2022-10-05 21:21:23,2023-09-20 16:20:44
Gray Leaf Spot,Poor Drainage,Apply bactericide,0.58,/user/user/document/image_34.jpg,2023-11-13 10:52:11,2022-07-11 21:41:09
Pink Root,Chemical Damage,Improve soil drainage,0.67,/user/user/document/image_390.jpg,2022-03-20 21:18:24,2024-04-30 06:11:59
Bacterial Canker,Bacterial Infection,Use proper sanitation practices,0.71,/user/user/document/image_667.jpg,2024-03-07 16:01:44,2024-04-18 06:06:48
Rust,Pests,Adjust watering schedule,0.64,/user/user/document/image_293.jpg,2023-07-12 09:57:18,2023-03-02 01:07:46
Late Blight,Bacterial Infection,Provide adequate nutrition,0.56,/user/user/document/image_494.jpg,2022-02-21 01:41:01,2022-05-27 06:35:03
Needle Blight,Viral Infection,Use fungicide,0.9,/user/user/document/image_48.jpg,2022-01-15 07:31:35,2023-10-14 16:57:45
Dutch Elm Disease,Pests,Adjust watering schedule,0.92,/user/user/document/image_594.jpg,2024-04-04 15:04:16,2022-06-29 08:18:51
Fusarium Wilt,Pests,Apply bactericide,0.75,/user/user/document/image_941.jpg,2022-03-09 05:53:49,2022-04-05 17:41:42
Canker,Nutrient Deficiency,Use fungicide,0.79,/user/user/document/image_140.jpg,2024-03-28 04:46:47,2022-04-08 04:54:42
Bean Rust,Environmental Stress,Apply bactericide,0.71,/user/user/document/image_181.jpg,2024-04-08 02:23:31,2023-11-17 04:06:05
Squash Mosaic Virus,Bacterial Infection,Remove infected leaves,0.95,/user/user/document/image_250.jpg,2023-11-04 15:34:10,2022-12-24 00:59:02
Rice Blast,Bacterial Infection,Use resistant varieties,0.75,/user/user/document/image_701.jpg,2022-03-22 04:27:55,2022-11-25 06:52:40
Leaf Curl,Fungal Infection,Apply neem oil,0.99,/user/user/document/image_558.jpg,2022-12-20 18:04:34,2023-05-26 14:33:17
Scab,Poor Drainage,Control pests,1.0,/user/user/document/image_325.jpg,2023-02-20 13:08:42,2023-07-07 03:48:31
Impatiens Necrotic Spot Virus,Chemical Damage,Apply bactericide,0.78,/user/user/document/image_918.jpg,2023-05-29 12:41:40,2024-04-08 02:45:54
Wheat Leaf Rust,Fungal Infection,Apply bactericide,0.72,/user/user/document/image_941.jpg,2022-09-11 14:19:53,2022-03-26 11:49:03
Scab,Viral Infection,Apply bactericide,0.71,/user/user/document/image_264.jpg,2023-12-27 01:50:00,2022-06-18 10:10:34
Peach Leaf Curl,Chemical Damage,Use fungicide,0.63,/user/user/document/image_282.jpg,2022-08-29 00:58:36,2022-01-31 06:01:40
Stemphylium Leaf Spot,Chemical Damage,Use fungicide,0.97,/user/user/document/image_245.jpg,2022-09-06 01:43:22,2023-08-18 21:53:40
Bacterial Blight,Viral Infection,Provide adequate nutrition,0.98,/user/user/document/image_650.jpg,2023-04-15 00:23:20,2022-03-21 01:33:19
Canker,Chemical Damage,Improve soil drainage,0.75,/user/user/document/image_432.jpg,2022-07-20 09:33:59,2022-03-28 12:26:51
Black Spot,Pests,Provide adequate nutrition,0.66,/user/user/document/image_237.jpg,2022-07-21 17:04:58,2022-01-26 04:30:23
Pink Root,Fungal Infection,Control pests,0.67,/user/user/document/image_947.jpg,2022-04-21 18:56:32,2022-12-15 16:44:19
Anthracnose Fruit Rot,Nutrient Deficiency,Use fungicide,0.63,/user/user/document/image_785.jpg,2023-02-14 04:58:17,2023-10-26 12:42:03
Fire Blight,Poor Drainage,Provide adequate nutrition,0.61,/user/user/document/image_152.jpg,2022-02-08 01:45:13,2024-03-30 10:57:04
Gray Leaf Spot,Environmental Stress,Control pests,0.85,/user/user/document/image_391.jpg,2023-03-08 14:57:50,2023-09-08 07:47:23
Anthracnose Fruit Rot,Environmental Stress,Remove infected leaves,0.53,/user/user/document/image_825.jpg,2023-11-22 03:11:13,2022-02-26 17:06:54
Watermelon Mosaic Virus,Poor Drainage,Remove infected leaves,0.63,/user/user/document/image_282.jpg,2022-12-08 19:31:57,2023-01-03 16:27:34
Powdery Mildew,Poor Drainage,Improve soil drainage,0.51,/user/user/document/image_612.jpg,2023-05-02 19:28:14,2024-02-22 19:03:20
Southern Blight,Fungal Infection,Use resistant varieties,0.84,/user/user/document/image_696.jpg,2022-10-08 09:27:40,2024-03-29 06:09:38
Armillaria Root Rot,Pests,Use proper sanitation practices,0.55,/user/user/document/image_42.jpg,2023-07-09 23:16:39,2023-10-20 14:02:59
Melon Necrotic Spot Virus,Pests,Adjust watering schedule,0.86,/user/user/document/image_574.jpg,2023-08-31 13:44:20,2024-01-09 15:15:58
Corky Root Rot,Pests,Apply bactericide,0.55,/user/user/document/image_530.jpg,2023-10-10 07:15:33,2022-02-16 10:30:42
Black Knot,Bacterial Infection,Apply bactericide,0.59,/user/user/document/image_668.jpg,2023-09-06 20:42:04,2022-05-16 01:06:32
Pythium Root Rot,Pests,Apply bactericide,0.91,/user/user/document/image_210.jpg,2023-03-30 04:23:06,2024-01-30 06:45:40
Sooty Mold,Pests,Use resistant varieties,0.51,/user/user/document/image_296.jpg,2023-06-14 20:52:17,2022-02-18 01:18:08
Leaf Blotch,Nutrient Deficiency,Use fungicide,0.62,/user/user/document/image_13.jpg,2024-04-10 16:12:56,2022-05-07 21:46:19
Halo Blight,Fungal Infection,Apply bactericide,0.8,/user/user/document/image_835.jpg,2023-07-23 07:45:39,2023-06-28 08:59:38
Tobacco Mosaic Virus,Environmental Stress,Provide adequate nutrition,0.68,/user/user/document/image_2.jpg,2023-01-02 01:03:54,2022-07-11 20:05:29
White Rust,Fungal Infection,Adjust watering schedule,0.69,/user/user/document/image_184.jpg,2023-10-19 04:06:53,2022-05-21 12:24:20
Cucumber Mosaic Virus,Viral Infection,Apply bactericide,0.72,/user/user/document/image_918.jpg,2022-10-27 14:28:35,2023-04-13 08:51:33
Wheat Leaf Rust,Environmental Stress,Improve soil drainage,0.52,/user/user/document/image_872.jpg,2023-01-02 18:02:19,2022-02-21 00:02:05
Anthracnose,Pests,Apply neem oil,0.99,/user/user/document/image_122.jpg,2023-03-19 11:34:38,2022-09-13 03:24:09
Leaf Rust,Fungal Infection,Adjust watering schedule,0.63,/user/user/document/image_544.jpg,2022-08-07 05:03:38,2022-08-04 15:36:46
Wheat Leaf Rust,Bacterial Infection,Remove infected leaves,0.65,/user/user/document/image_978.jpg,2024-01-10 08:50:23,2023-07-31 05:14:15
Halo Blight,Nutrient Deficiency,Use fungicide,0.8,/user/user/document/image_113.jpg,2023-10-04 18:47:46,2022-01-14 06:36:38
Stem Rot,Nutrient Deficiency,Use proper sanitation practices,0.75,/user/user/document/image_683.jpg,2022-02-09 14:54:30,2023-04-14 19:28:44
Bacterial Wilt,Pests,Remove infected leaves,0.6,/user/user/document/image_640.jpg,2024-05-09 02:00:01,2022-10-15 17:12:21
Verticillium Wilt,Viral Infection,Use resistant varieties,0.52,/user/user/document/image_320.jpg,2023-09-14 17:17:12,2022-01-18 12:55:25
Potato Scab,Pests,Adjust watering schedule,0.77,/user/user/document/image_264.jpg,2023-01-12 11:30:20,2023-08-01 12:37:20
Late Blight,Bacterial Infection,Use fungicide,0.72,/user/user/document/image_673.jpg,2024-01-06 12:18:33,2024-01-19 20:28:28
Onion Downy Mildew,Nutrient Deficiency,Improve soil drainage,0.81,/user/user/document/image_908.jpg,2023-05-22 22:16:46,2022-07-14 01:03:05
Impatiens Necrotic Spot Virus,Viral Infection,Use fungicide,0.88,/user/user/document/image_661.jpg,2023-05-20 14:47:17,2022-12-08 17:09:05
Kale Black Rot,Environmental Stress,Use fungicide,0.99,/user/user/document/image_135.jpg,2022-04-21 22:20:46,2022-07-11 18:26:08
Bacterial Spot,Environmental Stress,Use fungicide,0.57,/user/user/document/image_301.jpg,2022-03-04 15:52:04,2022-04-24 15:36:27
Tomato Spotted Wilt Virus,Environmental Stress,Apply bactericide,0.92,/user/user/document/image_405.jpg,2024-02-06 20:59:41,2022-02-13 04:21:39
Halo Blight,Pests,Use proper sanitation practices,0.98,/user/user/document/image_363.jpg,2024-04-07 10:16:14,2023-04-25 14:06:31
Verticillium Wilt,Bacterial Infection,Remove infected leaves,0.81,/user/user/document/image_732.jpg,2022-07-13 10:01:36,2022-07-19 15:34:18
Huanglongbing,Environmental Stress,Adjust watering schedule,0.75,/user/user/document/image_436.jpg,2024-02-07 16:01:19,2023-05-18 14:05:05
Leaf Spot,Nutrient Deficiency,Use resistant varieties,0.65,/user/user/document/image_575.jpg,2023-10-23 06:54:45,2022-02-08 09:37:24
White Mold,Fungal Infection,Provide adequate nutrition,0.8,/user/user/document/image_952.jpg,2022-04-17 09:10:30,2022-11-01 15:37:59
Late Blight,Environmental Stress,Improve soil drainage,0.82,/user/user/document/image_26.jpg,2022-05-17 08:22:42,2022-10-27 14:50:30
Stem Rust,Poor Drainage,Use fungicide,0.57,/user/user/document/image_586.jpg,2022-12-13 08:56:39,2022-08-15 07:12:05
Verticillium Wilt,Environmental Stress,Adjust watering schedule,0.71,/user/user/document/image_521.jpg,2024-04-30 00:01:35,2023-01-25 03:11:57
Kale Black Rot,Environmental Stress,Remove infected leaves,0.95,/user/user/document/image_466.jpg,2022-12-29 01:39:40,2023-09-02 20:10:46
Bacterial Streak,Poor Drainage,Provide adequate nutrition,0.66,/user/user/document/image_342.jpg,2023-07-17 21:14:32,2024-02-18 07:05:11
Angular Leaf Spot,Bacterial Infection,Control pests,0.98,/user/user/document/image_974.jpg,2024-02-12 07:11:19,2022-12-12 22:31:17
Black Knot,Fungal Infection,Provide adequate nutrition,0.86,/user/user/document/image_672.jpg,2022-07-08 23:13:46,2023-10-26 03:11:58
Bacterial Wilt,Pests,Use resistant varieties,0.96,/user/user/document/image_718.jpg,2022-12-24 21:38:07,2024-04-13 08:37:48
Leaf Blotch,Bacterial Infection,Improve soil drainage,0.52,/user/user/document/image_412.jpg,2023-07-22 16:00:15,2022-03-24 18:27:51
Kale Black Rot,Chemical Damage,Adjust watering schedule,0.6,/user/user/document/image_241.jpg,2022-08-05 03:45:42,2022-05-12 22:03:23
Downy Mildew,Environmental Stress,Use fungicide,0.62,/user/user/document/image_70.jpg,2022-05-05 01:22:12,2024-04-28 22:21:33
Sooty Mold,Pests,Remove infected leaves,0.87,/user/user/document/image_606.jpg,2023-11-30 03:52:04,2023-08-12 18:12:42
Zinc Deficiency,Chemical Damage,Apply neem oil,0.94,/user/user/document/image_284.jpg,2022-01-14 12:19:48,2022-06-27 17:07:25
Dutch Elm Disease,Chemical Damage,Use fungicide,0.99,/user/user/document/image_833.jpg,2022-03-03 06:50:44,2022-09-30 20:24:47
Bean Rust,Fungal Infection,Use proper sanitation practices,0.54,/user/user/document/image_111.jpg,2023-04-12 01:42:17,2022-08-05 12:22:29
Late Blight,Fungal Infection,Improve soil drainage,0.62,/user/user/document/image_415.jpg,2023-09-10 03:21:07,2022-03-23 08:17:02
Bean Common Mosaic Virus,Pests,Adjust watering schedule,0.58,/user/user/document/image_759.jpg,2022-09-18 14:49:53,2022-05-31 01:04:30
Corn Smut,Chemical Damage,Adjust watering schedule,0.64,/user/user/document/image_795.jpg,2022-02-15 10:48:15,2023-06-27 17:54:04
Cercospora Leaf Spot,Pests,Use resistant varieties,0.86,/user/user/document/image_483.jpg,2022-11-11 02:43:43,2023-11-07 11:13:34
Needle Blight,Pests,Use fungicide,0.93,/user/user/document/image_890.jpg,2022-01-30 20:23:33,2022-10-04 12:29:24
Citrus Canker,Pests,Use fungicide,0.5,/user/user/document/image_750.jpg,2022-10-17 10:19:41,2023-08-20 04:22:25
Zinc Deficiency,Environmental Stress,Use fungicide,0.53,/user/user/document/image_529.jpg,2024-05-03 16:19:24,2023-07-10 10:51:01
Anthracnose,Nutrient Deficiency,Use fungicide,0.52,/user/user/document/image_891.jpg,2022-03-22 01:13:29,2024-01-30 20:30:44
Sclerotinia Stem Rot,Poor Drainage,Apply neem oil,0.7,/user/user/document/image_558.jpg,2023-04-25 22:32:41,2022-07-22 19:21:57
Anthracnose,Pests,Control pests,0.69,/user/user/document/image_223.jpg,2023-11-14 19:55:37,2023-07-26 16:11:22
Onion Downy Mildew,Viral Infection,Control pests,0.76,/user/user/document/image_661.jpg,2022-05-03 21:16:02,2023-04-03 23:48:34
Kale Black Rot,Pests,Provide adequate nutrition,0.63,/user/user/document/image_138.jpg,2022-02-07 15:37:45,2023-12-06 20:44:47
Common Rust,Viral Infection,Use resistant varieties,0.89,/user/user/document/image_119.jpg,2023-12-28 00:52:48,2022-06-30 14:53:52
Brown Patch,Bacterial Infection,Control pests,0.94,/user/user/document/image_768.jpg,2023-01-12 07:53:08,2023-11-11 11:10:27
Botrytis Blight,Viral Infection,Improve soil drainage,0.58,/user/user/document/image_460.jpg,2022-08-09 04:02:31,2023-06-29 09:18:38
Crown Gall,Viral Infection,Apply neem oil,0.81,/user/user/document/image_644.jpg,2023-09-29 23:56:31,2023-07-25 06:50:19
Damping-Off,Nutrient Deficiency,Use proper sanitation practices,0.52,/user/user/document/image_760.jpg,2023-06-30 19:37:18,2023-01-27 03:28:56
Corn Smut,Poor Drainage,Control pests,0.85,/user/user/document/image_917.jpg,2022-09-17 03:45:47,2022-09-08 19:25:41
Phytophthora Blight,Pests,Provide adequate nutrition,0.67,/user/user/document/image_464.jpg,2023-09-06 23:16:35,2024-04-27 19:35:47
Mosaic Virus,Chemical Damage,Use proper sanitation practices,0.71,/user/user/document/image_197.jpg,2022-04-12 21:42:01,2023-10-17 19:44:48
Leaf Curl,Nutrient Deficiency,Use fungicide,0.51,/user/user/document/image_746.jpg,2022-01-27 04:59:49,2023-04-03 12:44:28
Nematode Damage,Pests,Apply neem oil,0.95,/user/user/document/image_515.jpg,2023-12-15 17:45:06,2022-04-10 00:36:32
Phytophthora Blight,Pests,Use fungicide,0.9,/user/user/document/image_545.jpg,2022-05-24 03:20:34,2023-04-08 17:10:16
Bacterial Wilt,Fungal Infection,Control pests,0.59,/user/user/document/image_513.jpg,2023-06-21 13:10:45,2022-06-07 21:05:22
Lettuce Drop,Chemical Damage,Use proper sanitation practices,0.86,/user/user/document/image_27.jpg,2022-02-25 04:21:11,2022-03-15 03:49:11
Corn Smut,Chemical Damage,Use proper sanitation practices,0.64,/user/user/document/image_575.jpg,2022-05-30 07:54:10,2022-05-26 13:58:30
Bacterial Wilt,Fungal Infection,Use resistant varieties,0.71,/user/user/document/image_464.jpg,2024-02-10 17:52:29,2022-10-26 00:55:40
Clubroot,Bacterial Infection,Improve soil drainage,0.99,/user/user/document/image_436.jpg,2024-02-23 13:42:12,2023-06-21 09:03:07
Southern Blight,Pests,Control pests,0.63,/user/user/document/image_208.jpg,2022-08-18 16:07:41,2022-09-08 19:39:24
Blue Mold,Poor Drainage,Control pests,0.89,/user/user/document/image_214.jpg,2022-12-10 22:08:06,2022-07-25 09:37:16
Verticillium Wilt,Environmental Stress,Use proper sanitation practices,0.73,/user/user/document/image_97.jpg,2022-12-28 03:18:46,2023-06-02 21:08:59
Blossom End Rot,Bacterial Infection,Improve soil drainage,0.72,/user/user/document/image_955.jpg,2023-03-07 09:17:37,2023-12-11 10:36:29
Ascochyta Blight,Chemical Damage,Use fungicide,0.72,/user/user/document/image_520.jpg,2023-07-27 11:33:05,2023-04-18 12:45:11
Stem Rot,Poor Drainage,Apply neem oil,0.77,/user/user/document/image_28.jpg,2023-10-11 03:35:18,2022-03-21 20:15:17
Tomato Spotted Wilt Virus,Poor Drainage,Provide adequate nutrition,0.52,/user/user/document/image_427.jpg,2023-08-21 23:35:40,2023-03-05 02:21:19
Bacterial Canker,Environmental Stress,Use resistant varieties,0.89,/user/user/document/image_533.jpg,2022-05-05 00:57:27,2023-06-19 08:32:07
Watermelon Mosaic Virus,Poor Drainage,Use proper sanitation practices,0.88,/user/user/document/image_322.jpg,2022-11-03 15:50:11,2022-08-09 08:35:11
Late Blight,Environmental Stress,Use proper sanitation practices,0.61,/user/user/document/image_304.jpg,2022-01-27 20:17:00,2022-03-16 09:45:05
Sooty Mold,Chemical Damage,Use proper sanitation practices,0.58,/user/user/document/image_346.jpg,2024-01-22 11:56:22,2022-07-23 15:42:37
Citrus Greening,Poor Drainage,Use resistant varieties,0.62,/user/user/document/image_474.jpg,2022-11-08 14:08:03,2023-05-15 10:57:41
Stemphylium Leaf Spot,Nutrient Deficiency,Apply bactericide,0.92,/user/user/document/image_167.jpg,2024-04-17 10:11:22,2023-07-16 00:32:54
Stemphylium Leaf Spot,Viral Infection,Improve soil drainage,0.71,/user/user/document/image_681.jpg,2022-02-14 14:04:17,2022-10-26 15:40:44
Black Knot,Environmental Stress,Use fungicide,0.56,/user/user/document/image_659.jpg,2023-07-25 23:41:24,2023-01-03 01:40:25
Bacterial Blight,Pests,Use resistant varieties,0.58,/user/user/document/image_950.jpg,2022-02-20 14:39:37,2022-08-04 07:43:32
Rust,Chemical Damage,Control pests,0.76,/user/user/document/image_365.jpg,2023-12-02 16:11:38,2022-08-26 04:38:10
Leaf Rust,Environmental Stress,Adjust watering schedule,0.53,/user/user/document/image_962.jpg,2022-02-14 11:28:30,2022-11-02 19:27:40
Squash Mosaic Virus,Fungal Infection,Control pests,0.5,/user/user/document/image_864.jpg,2023-01-18 06:00:49,2023-12-21 11:20:34
Rust,Bacterial Infection,Improve soil drainage,0.67,/user/user/document/image_543.jpg,2022-03-25 19:29:43,2022-06-24 15:32:35
Alternaria Leaf Spot,Fungal Infection,Apply bactericide,0.92,/user/user/document/image_847.jpg,2023-08-02 07:32:32,2022-07-26 14:21:37
White Mold,Pests,Apply bactericide,0.91,/user/user/document/image_247.jpg,2024-04-30 03:03:11,2022-11-05 18:46:01
Bean Common Mosaic Virus,Pests,Apply neem oil,0.66,/user/user/document/image_685.jpg,2022-08-23 20:19:56,2022-10-20 06:57:20
Bacterial Blight,Pests,Use proper sanitation practices,0.81,/user/user/document/image_607.jpg,2023-04-15 21:27:29,2023-04-30 15:26:17
Apple Scab,Chemical Damage,Use proper sanitation practices,0.66,/user/user/document/image_626.jpg,2023-11-15 05:13:14,2023-09-17 21:19:56
Armillaria Root Rot,Chemical Damage,Remove infected leaves,0.79,/user/user/document/image_180.jpg,2023-05-30 07:11:33,2023-05-11 23:17:45
Brown Patch,Viral Infection,Apply bactericide,0.98,/user/user/document/image_577.jpg,2023-05-23 17:17:50,2023-03-24 10:09:34
Bacterial Canker,Chemical Damage,Use fungicide,0.87,/user/user/document/image_633.jpg,2022-01-28 05:26:27,2023-07-27 02:45:21
Yellow Leaf Curl Virus,Nutrient Deficiency,Adjust watering schedule,0.99,/user/user/document/image_245.jpg,2023-09-15 23:25:07,2023-01-14 01:17:40
Blue Mold,Poor Drainage,Provide adequate nutrition,0.74,/user/user/document/image_433.jpg,2022-07-01 19:43:59,2022-04-28 21:52:21
Brown Rot,Nutrient Deficiency,Improve soil drainage,0.88,/user/user/document/image_352.jpg,2023-04-19 09:21:41,2022-09-18 02:27:38
Huanglongbing,Viral Infection,Control pests,0.53,/user/user/document/image_491.jpg,2024-02-06 00:39:48,2023-11-25 03:15:01
Stemphylium Leaf Spot,Environmental Stress,Provide adequate nutrition,0.65,/user/user/document/image_32.jpg,2022-06-25 17:43:21,2022-09-29 18:45:21
Citrus Greening,Viral Infection,Provide adequate nutrition,0.53,/user/user/document/image_317.jpg,2023-07-15 15:45:01,2023-07-17 05:28:41
Rice Blast,Poor Drainage,Apply neem oil,0.68,/user/user/document/image_692.jpg,2023-10-08 15:02:08,2022-10-27 02:55:40
Clubroot,Fungal Infection,Use resistant varieties,0.67,/user/user/document/image_188.jpg,2024-01-31 20:59:18,2022-07-26 10:04:35
Tomato Spotted Wilt Virus,Environmental Stress,Use proper sanitation practices,0.69,/user/user/document/image_366.jpg,2023-06-25 12:29:41,2023-01-09 04:39:28
Bacterial Wilt,Nutrient Deficiency,Remove infected leaves,0.78,/user/user/document/image_805.jpg,2024-04-08 22:07:03,2024-03-14 04:55:28
Stem Rust,Poor Drainage,Improve soil drainage,0.66,/user/user/document/image_125.jpg,2023-07-02 18:48:37,2022-08-27 12:18:21
Brown Patch,Pests,Improve soil drainage,0.9,/user/user/document/image_859.jpg,2022-01-27 15:03:21,2022-01-07 18:11:37
Bacterial Spot,Poor Drainage,Use resistant varieties,0.58,/user/user/document/image_476.jpg,2022-03-13 12:11:59,2023-06-20 06:21:50
Citrus Greening,Nutrient Deficiency,Remove infected leaves,0.82,/user/user/document/image_703.jpg,2022-01-01 01:59:08,2024-01-26 19:55:07
Black Knot,Pests,Control pests,0.56,/user/user/document/image_13.jpg,2022-04-03 15:29:06,2023-12-02 01:27:29
Leaf Spot,Nutrient Deficiency,Use fungicide,0.97,/user/user/document/image_764.jpg,2022-12-06 13:26:00,2023-10-14 08:22:33
Black Knot,Fungal Infection,Apply neem oil,0.77,/user/user/document/image_311.jpg,2023-01-13 05:38:15,2022-04-02 23:34:19
Alternaria Leaf Spot,Fungal Infection,Use proper sanitation practices,0.86,/user/user/document/image_131.jpg,2022-03-08 15:58:59,2024-03-02 18:30:19
Pythium Root Rot,Poor Drainage,Use fungicide,0.77,/user/user/document/image_375.jpg,2023-10-11 22:47:03,2022-07-13 16:13:05
Phomopsis Blight,Chemical Damage,Use resistant varieties,0.79,/user/user/document/image_425.jpg,2023-12-18 13:34:58,2023-02-08 21:09:16
Stem Rust,Nutrient Deficiency,Adjust watering schedule,0.98,/user/user/document/image_306.jpg,2022-09-05 08:38:21,2023-08-26 10:36:15
Bean Rust,Fungal Infection,Control pests,0.78,/user/user/document/image_162.jpg,2023-01-01 07:26:41,2022-03-21 21:07:50
Downy Mildew,Chemical Damage,Apply neem oil,0.84,/user/user/document/image_316.jpg,2022-09-20 13:58:17,2023-08-02 07:19:16
Maize Dwarf Mosaic Virus,Bacterial Infection,Apply neem oil,0.94,/user/user/document/image_59.jpg,2023-04-02 07:04:55,2023-07-26 15:44:00
Potato Scab,Pests,Remove infected leaves,0.73,/user/user/document/image_203.jpg,2022-06-11 14:23:58,2023-08-23 01:28:28
Yellow Leaf Curl Virus,Nutrient Deficiency,Control pests,0.68,/user/user/document/image_304.jpg,2022-01-26 06:02:53,2022-03-08 05:18:39
